Plate format,Incubation,Nuclei - Intensity Nucleus Alexa 488 Mean,Nuclei - Intensity Nucleus Alexa 488 Median,Nuclei - Intensity Nucleus Alexa 568 Mean,Nuclei - Intensity Nucleus Alexa 568 Median,Nuclei - Green nuclei,Nuclei - Red nuclei,Nuclei - Red and Green nuclei,Sample,Samples_order
C2,30 min,604.011,615,23022.9,24295,1,1,1,Saponin_9uM_6h,9
C2,30 min,5764.06,5894,64778.8,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,4331.03,4885,64057.6,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,7422.54,7433,64680.9,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,3671.56,3797,63235.6,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,7878.86,7725,65320.9,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,4706.9,4506,64987.4,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,7569.41,7738,63654.7,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,4720.69,5133,63961.4,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,9233.53,9686,65144.8,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,2627.71,2514,63648.6,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,2207.91,2034,59199.1,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1875.1,1721,59675,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,7621.26,7887,1790.66,1747,1,1,1,Saponin_9uM_6h,9
C3,30 min,6979.22,6309,63268,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4683.45,4373,65046.4,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,3352.44,3021,64160,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2649.7,2488,62587.1,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,8750.94,8901,65036.9,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,7163.48,6617,64837.2,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1824.65,1640,56586.9,65023,1,1,1,Saponin_9uM_6h,9
C3,30 min,3799.05,3783,63883.2,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1696.82,1640,54340.2,62394,1,1,1,Saponin_9uM_6h,9
C3,30 min,2445.41,2455,64804.7,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4274.67,4388,65327,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2011.54,1730,58419.7,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4240.09,4300,64304.5,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4246.18,4326,65142.1,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4391.69,4613,65341.2,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4398.24,4412,65348.5,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2604.29,2474,63953.5,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,3781.9,3639,64873,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2826.77,2761,60705.3,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,3766.45,3787,65464.5,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1345.58,1402,53614.1,59696,1,1,1,Saponin_9uM_6h,9
C3,30 min,7537.53,7649,64487.4,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,5280.96,5214,65179.1,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2978.62,2732,63940,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1670.07,1572,55535.8,62240,1,1,1,Saponin_9uM_6h,9
C3,30 min,4132.34,3554,64694.9,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,6134.81,5751,64705,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,8844.27,9806,64581.9,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2860.17,2617,64285.6,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2863.41,2679,62965.8,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1198.28,1164,44391.2,43752,1,1,1,Saponin_9uM_6h,9
C3,30 min,490.927,454,2447.43,1207,0,1,0,Saponin_9uM_6h,9
C3,30 min,9555.45,10611,64338.1,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,5571.53,5357,65361.8,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4212.66,4301,65097.5,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,7317.87,7241,65311.7,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1425.06,1382,47906.5,47506,1,1,1,Saponin_9uM_6h,9
C3,30 min,5259.52,5416,65109.1,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,3596.78,3307,64700.9,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,3417.23,3470,64613.8,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1127.07,1145,47999.8,50755,1,1,1,Saponin_9uM_6h,9
C3,30 min,2656.88,2554,61669.9,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4989.61,5124,65273,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1872.15,1832,59101.4,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4879.46,4728,64385,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,7241.37,7224,65231.8,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,5049.88,5043,65206.8,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1589.5,1512,52342.2,51576,1,1,1,Saponin_9uM_6h,9
C3,30 min,2395.58,2407,63330.3,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4200.33,3899,65104.7,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,3450.37,3407,64721.4,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4370.69,4511,64721.6,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4399.94,4310,64666.9,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1982.53,1758,56005.3,61133,1,1,1,Saponin_9uM_6h,9
C3,30 min,1349.49,1270,47374.6,46810,1,1,1,Saponin_9uM_6h,9
C3,30 min,7365.39,7697,64964.6,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,11261.8,12528,64584.3,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,753.643,728,27284.8,27210,1,1,1,Saponin_9uM_6h,9
C3,30 min,1469.43,1445,52795.3,54870,1,1,1,Saponin_9uM_6h,9
C3,30 min,10260.1,10828,64682.5,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,8642.84,8942,65055.4,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,3127.14,2769,64103.5,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2696.87,2521,64381.6,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2515.4,2389,61201.3,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,10663.6,11134,65015.5,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1345.16,1286,50902.3,50681,1,1,1,Saponin_9uM_6h,9
C3,30 min,1651.08,1545,45031.3,45371,1,1,1,Saponin_9uM_6h,9
C3,30 min,3252.67,2958,64927.3,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1154.79,1093,40722.3,40483,1,1,1,Saponin_9uM_6h,9
C3,30 min,2489.39,2328,61581.2,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,5078.14,5171,65113,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4842,4911,64141.2,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,545.76,535,3025.09,1244,1,1,1,Saponin_9uM_6h,9
C3,30 min,2801.94,2788,59047.6,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1977.65,1869,59552,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,8506.7,9357,63161.9,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,2449.45,2399,62213.1,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,5508.69,5306,63278.8,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,4118.34,3783,62847.2,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,1299.74,1334,55411.1,61670,1,1,1,Saponin_9uM_6h,9
C3,30 min,2930.58,2875,63054.8,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,6068.67,6171,64850.4,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1774.78,1786,59174.6,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1812.1,1773,58025.5,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1528.16,1316,55774.2,60503,1,1,1,Saponin_9uM_6h,9
C3,30 min,2928.04,2980,64878.4,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,8210.92,8941,64324.2,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2653.17,2544,62677,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2672.55,2790,63355,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1920.19,1537,59564.9,65306,1,1,1,Saponin_9uM_6h,9
C3,30 min,10651.9,11930,64797.9,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1474.56,1341,51634.9,52709,1,1,1,Saponin_9uM_6h,9
C3,30 min,1839.64,1841,60092.4,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4246.93,4189,65397.8,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1003.08,1029,41901.7,43754,1,1,1,Saponin_9uM_6h,9
C3,30 min,1922.34,2005,59113.7,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4857.51,4719,65083.4,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,10406.2,11526,64386.9,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2044.83,1923,57485.2,65517,1,1,1,Saponin_9uM_6h,9
C3,30 min,455.857,441,3465.1,2205,0,1,0,Saponin_9uM_6h,9
C3,30 min,1566.26,1597,56904.6,63353,1,1,1,Saponin_9uM_6h,9
C3,30 min,1066.63,925,31914.4,32178,1,1,1,Saponin_9uM_6h,9
C3,30 min,9451.95,10387,64577.2,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,5491.12,5320,65359,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,3474.66,3389,64434.1,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,3705.77,3414,65105.3,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2144.03,2246,60775.5,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4519.19,4319,63138.1,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1674.18,1645,56721.8,63407,1,1,1,Saponin_9uM_6h,9
C3,30 min,4910.99,4948,65243.5,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,10082.3,9564,64779,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,7412.59,6334,65063.3,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4522.79,4546,65243.4,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,7854.06,7917,64558.1,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,9514.82,10709,64343.6,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1453.45,1407,51854,54088,1,1,1,Saponin_9uM_6h,9
C3,30 min,2028.65,1888,62805.9,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,3293.49,3125,57809.7,65123,1,1,1,Saponin_9uM_6h,9
C3,30 min,947.866,898,31309.1,31786,1,1,1,Saponin_9uM_6h,9
C3,30 min,534.798,524,2213.71,1557,1,1,1,Saponin_9uM_6h,9
C3,30 min,3312.68,3282,63401.1,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1406.73,1345,43616.2,47434,1,1,1,Saponin_9uM_6h,9
C3,30 min,2872.77,2970,63204.2,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,3396.39,3455,65067.1,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1164.95,1163,44572.9,46323,1,1,1,Saponin_9uM_6h,9
C3,30 min,9207.94,8545,65182.8,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,3402.05,3285,64381.1,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,3640.03,3579,63696.8,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,9573.64,10192,64057,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2022.71,2060,58109.3,65358,1,1,1,Saponin_9uM_6h,9
C3,30 min,13984.9,14488,62466.5,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4625.59,4062,64209.3,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1144.03,1151,45302.4,45754,1,1,1,Saponin_9uM_6h,9
C3,30 min,11011.9,11790,65333.4,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4310.63,4123,63465.6,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,9164.33,8935,64577.8,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,3886.11,3568,64083.7,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2816.32,2547,62112.7,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4757.71,5187,64873.7,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,6782.47,6562,64140.1,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1365.25,1331,37097.4,35494,1,1,1,Saponin_9uM_6h,9
C3,30 min,928.844,903,31692.2,31729,1,1,1,Saponin_9uM_6h,9
C3,30 min,9883.82,8961,65161,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,6553.84,6362,65028.9,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,992.162,1011,33090.1,31132,1,1,1,Saponin_9uM_6h,9
C3,30 min,6323.75,6106,65241.8,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,5510.36,5433,64959.6,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,6090.5,6088,65147.4,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1303.41,1254,55459.1,62674,1,1,1,Saponin_9uM_6h,9
C3,30 min,10297.7,10334,64847.7,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,8195.88,8935,63334.5,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1166.11,1172,54139.3,59105,1,1,1,Saponin_9uM_6h,9
C3,30 min,1324.14,1324,51013.1,53483,1,1,1,Saponin_9uM_6h,9
C3,30 min,2109.54,2027,61634.6,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2460.65,2440,63546.1,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2061.17,1949,62099.4,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,962.404,953,26578.4,26170,1,1,1,Saponin_9uM_6h,9
C3,30 min,1363.23,1347,52840.1,56346,1,1,1,Saponin_9uM_6h,9
C3,30 min,2415.58,2388,63220.9,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1345.61,1270,54387.4,60852,1,1,1,Saponin_9uM_6h,9
C3,30 min,6224.38,6608,64934.4,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,3936.22,4044,65513.7,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2741.93,2468,64208.4,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,7515.97,7622,64534.7,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2309.63,2041,62802.9,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4212.08,4370,65139.5,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1832.31,1664,59458.2,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,7778.23,7695,63326.4,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,8518.25,8479,64450.6,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,3599.75,3400,64021.8,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,9710.43,10277,64471.6,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2839.76,2776,64422.8,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2177.51,2175,62310.8,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,5252.31,5229,64903.5,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,34746.3,39256,11511.4,13245,1,1,1,Saponin_9uM_6h,9
C3,30 min,1520.1,1540,56080.9,64032,1,1,1,Saponin_9uM_6h,9
C3,30 min,2299.59,2048,63912.4,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,29972.2,33461,54003.4,63762,1,1,1,Saponin_9uM_6h,9
C3,30 min,1623.21,1531,52804.2,59432,1,1,1,Saponin_9uM_6h,9
C3,30 min,2848.62,2678,64117.7,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1918.89,1784,57362.1,63236,1,1,1,Saponin_9uM_6h,9
C3,30 min,4726.6,4110,64447.7,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1771.15,1780,55624.2,63118,1,1,1,Saponin_9uM_6h,9
C3,30 min,8222.78,8641,64913.9,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,5730.4,6069,64913,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,6453.93,6255,65226.3,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1575.07,1400,56593.6,65262,1,1,1,Saponin_9uM_6h,9
C3,30 min,5520.92,5462,62169,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4453.21,4532,65085.2,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1938.32,1797,56022.5,62377,1,1,1,Saponin_9uM_6h,9
C3,30 min,2082.9,2017,59112.4,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4456.16,4679,64911.8,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4362.53,4332,65174.9,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2843.55,2736,65279.2,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,9933.32,10109,64792.2,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,6236.95,6175,64457.7,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,6105.99,5926,64902.7,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1530.63,1257,50401.2,55313,1,1,1,Saponin_9uM_6h,9
C3,30 min,5623.76,5587,64883.9,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,12976.4,14127,65201.2,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1629.93,1684,57397.8,64013,1,1,1,Saponin_9uM_6h,9
C3,30 min,3403.45,3244,64633.8,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1225.85,1216,50187.7,53920,1,1,1,Saponin_9uM_6h,9
C3,30 min,3655.19,3805,64767.9,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2835.95,2836,63744.9,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1531.64,1457,52474.4,55545,1,1,1,Saponin_9uM_6h,9
C3,30 min,9610.89,10151,64975.8,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,5202.77,5306,64107.4,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2267.41,2277,26307.2,5449,1,1,1,Saponin_9uM_6h,9
C3,30 min,3972.63,4088,64239.3,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,3554.79,3455,64366.5,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,5696.8,5077,64266.1,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1901.54,1721,57116.2,65408,1,1,1,Saponin_9uM_6h,9
C3,30 min,1720.23,1572,54964.2,60296,1,1,1,Saponin_9uM_6h,9
C3,30 min,4572.54,4303,64377.3,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2761.31,2649,64006.3,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2350.05,2227,62469.1,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,8600.78,8963,64653.8,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4003.19,3829,63736,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,9821.77,9486,64392.9,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4974.22,5093,64697.3,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,2270.8,2240,61515.7,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1623.6,1621,55745.1,64758,1,1,1,Saponin_9uM_6h,9
C3,30 min,3495.08,3306,64665.6,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,4300.54,4274,64465,65535,1,1,1,Saponin_9uM_6h,9
C3,30 min,1553.09,1518,48668.5,49240,1,1,1,Saponin_9uM_6h,9
C2,30 min,13265.1,15039,64035.3,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,9310.72,8328,64755.4,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,11243.3,11657,65331.8,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,1726.01,1687,60496.2,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,9425.95,9577,65141.1,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,4426.19,4467,64407.9,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,2424.88,2097,39178.7,41845,1,1,1,Saponin_9uM_6h,9
C2,30 min,11838.1,12904,64437,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,1203.68,1183,46044.8,49523,1,1,1,Saponin_9uM_6h,9
C2,30 min,2389.22,2306,62238.1,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,2087.34,1621,63335.6,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,5546.51,5168,63705.9,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,5429.14,4868,63546.1,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,1724.94,1673,56497.8,63797,1,1,1,Saponin_9uM_6h,9
C2,30 min,1564.5,1545,56859.5,62040,1,1,1,Saponin_9uM_6h,9
C2,30 min,1581.08,1608,48823.5,49906,1,1,1,Saponin_9uM_6h,9
C2,30 min,1637.7,1669,52337.3,57278,1,1,1,Saponin_9uM_6h,9
C2,30 min,13631,14919,63460.9,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,1137.48,1090,42055,44257,1,1,1,Saponin_9uM_6h,9
C2,30 min,13547.9,15426,64306.7,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,6330.51,6498,64661,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,1544.1,1349,61249.2,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,2370.69,2455,64532.9,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,1495.48,1476,49814.1,52429,1,1,1,Saponin_9uM_6h,9
C2,30 min,1078.8,1061,43687.3,44188,1,1,1,Saponin_9uM_6h,9
C2,30 min,1298.06,1217,49100.9,50792,1,1,1,Saponin_9uM_6h,9
C2,30 min,7035.26,6799,64837,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,5142.72,4972,65130.9,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,4341.98,4547,64024.4,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,8498.07,9104,65193.7,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,5086.17,4770,63844.6,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,7820.16,8305,64345.1,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,7482.51,8008,64909.3,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,11410.1,12040,64312,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,6701.97,6242,64166,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,8943.45,9285,63916.5,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,10062.5,11165,63816,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,8880.96,8624,65064.6,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,9293.96,9582,64314.8,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,8026.92,8547,62600,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,1256.63,1249,42494.3,43681,1,1,1,Saponin_9uM_6h,9
C2,30 min,3436.07,3173,60048.4,64983,1,1,1,Saponin_9uM_6h,9
C2,30 min,1297.28,1276,40930.7,43823,1,1,1,Saponin_9uM_6h,9
C2,30 min,1554.98,1467,57244,63553,1,1,1,Saponin_9uM_6h,9
C2,30 min,32139.8,32953,61273.2,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,1070.86,1092,32800.4,33300,1,1,1,Saponin_9uM_6h,9
C2,30 min,787.866,777,21840,21689,1,1,1,Saponin_9uM_6h,9
C2,30 min,7891.26,7236,64810.2,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,1412.12,1336,48661.9,49696,1,1,1,Saponin_9uM_6h,9
C2,30 min,8719.15,9218,63348.4,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,4083.35,3259,63102.8,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,6102.29,5993,63608.7,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,5872.37,6510,63391.5,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,9754.81,9866,63823,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,2345.56,2355,64094.1,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,3649.52,3922,64599.2,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,3869.11,3825,62506.6,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,5502.98,5400,63428,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,9618.66,10126,64971.7,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,6899.31,7263,65418,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,1190.92,1199,44122.2,45996,1,1,1,Saponin_9uM_6h,9
C2,30 min,10728.9,11776,64879.8,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,989.702,966,46855.6,46520,1,1,1,Saponin_9uM_6h,9
C2,30 min,3207.26,3264,64229.4,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,23050.3,25757,62769.2,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,10424.6,11167,65020.6,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,817.395,825,35997.9,36554,1,1,1,Saponin_9uM_6h,9
C2,30 min,1781.25,1601,61570,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,1405.48,1453,59276.2,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,1110.4,1125,33941.2,34748,1,1,1,Saponin_9uM_6h,9
C2,30 min,2394,2315,60962.5,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,4079.01,3947,64680.2,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,1856.17,1792,60627.8,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,8790.95,8548,64179.2,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,1731.37,1768,58569.2,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,2232.17,2310,57906.7,65476,1,1,1,Saponin_9uM_6h,9
C2,30 min,9684.08,10497,64754.5,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,7943.67,7384,64487.6,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,4782.31,4580,64922.7,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,10927.2,11582,64912.3,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,2172.63,2250,61134.5,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,1262.98,1220,49848.5,50827,1,1,1,Saponin_9uM_6h,9
C2,30 min,2010.06,1765,58208.1,65535,1,1,1,Saponin_9uM_6h,9
C2,30 min,3121.38,3297,64244.3,65535,1,1,1,Saponin_9uM_6h,9
